# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.129        0.000     1673.109     3562.809
       0.262       31.717     1719.656     3582.324
       0.429       21.700     1757.582     3589.844
       0.584       25.708     1846.410     3594.602
       0.746       15.858     1915.426     3627.383
       0.901        8.350     1942.117     3682.734
       1.056        1.517     1574.984     2925.168
       1.211        8.308     1574.988     2925.168
       1.368        8.350     1574.988     2925.168
       1.508       26.967     1608.031     2958.844
       1.650       16.625     1618.949     2970.793
       1.791       16.667     1623.621     2975.641
       1.934       16.692     1628.156     2980.320
       2.074       11.458     1628.445     2980.566
       2.213       28.200     1633.164     2985.180
       2.354       18.600     1634.926     2986.914
       2.507       21.700     1640.609     2992.504
       2.665       32.558     1634.492     2987.586
       2.819       32.325     1629.660     2980.270
       2.965       36.008     1646.559     2997.469
       3.115       31.717     1624.445     2976.219
       3.269       33.483     1650.266     3003.191
       3.413       33.175     1656.824     3009.227
       3.551       23.958     1642.789     2993.527
       3.692       31.717     1648.289     2998.922
       3.836       33.250     1649.223     2999.750
       3.992       33.383     1690.859     3003.254
       4.149       20.867     1727.633     3003.879
       4.288       30.475     1762.734     3004.473
       4.447       26.708     1776.750     3007.184
       4.601       32.550     1791.766     3010.688
       4.785       32.033     1798.469     3008.988
       4.949       23.467     1795.539     2999.551
       5.130       13.625     1781.520     2976.633
       5.288       13.850     1791.723     2979.180
       5.449       20.525     1806.941     2985.590
       5.636       18.167     1815.520     2985.832
       5.823       21.700     1825.633     2985.836
       5.959       17.542     1846.941     2989.688
       6.115       15.025     1857.938     2988.051
       6.272       17.525     1871.652     2990.211
       6.412       19.392     1880.395     2990.273
       6.553       17.675     1892.762     2990.336
       6.707       19.908     1904.742     2990.523
       6.867       10.017     1916.270     2975.340
       7.007       13.950     1936.824     2980.168
       7.161       12.925     1954.418     2982.180
       7.301       20.033     1970.457     2986.688
       7.457       25.742     1987.164     2988.133
       7.631       25.042     2013.820     2995.000
       7.782       19.075     2029.980     2995.191
       7.941       10.233     2033.641     2983.363
       8.082       11.083     2045.719     2983.918
       8.223       10.017     2027.723     2961.359
       8.381       15.858     2050.004     2967.246
       8.535       48.933     2166.285     3661.645
       8.695       29.217     2183.223     3677.152
       8.834       22.917     2164.215     3653.582
       8.979       11.683     2164.484     3653.805
       9.118       28.625     2178.531     3668.117
       9.271       33.308     2197.598     3689.570
       9.439       28.767     2196.219     3688.035
       9.608       20.867     2196.980     3687.254
       9.767       25.108     2199.137     3689.340
       9.916       16.625     2184.676     3674.934
      10.059       23.367     2190.719     3680.840
      10.198       23.083     2188.719     3678.332
      10.339       21.242     2191.520     3680.863
      10.479       12.500     2191.547     3680.867
      10.622       10.850     2192.152     3681.371
      10.781       16.658     2196.484     3685.727
      10.940       16.692     2194.457     3683.691
      11.097       15.858     2194.492     3683.691
      11.240       12.925     2195.395     3684.656
      11.398       10.850     2195.398     3684.656
      11.555       16.692     2195.438     3684.656
      11.711        9.950     2195.438     3684.656
      11.868        9.300     2195.438     3684.656
      12.008       20.033     2195.488     3684.723
      12.149       10.417     2195.492     3684.723
      12.291        8.308     2195.492     3684.723
      12.432        8.308     2195.461     3684.664
      12.576       10.850     2195.484     3684.668
      12.719       16.625     2212.387     3701.586
      12.858        9.300     2212.340     3701.512
      13.006       19.683     2212.430     3701.695
      13.174       17.525     2215.145     3705.328
      13.330       19.908     2189.188     3680.980
      13.486       18.600     2196.668     3688.293
      13.627       16.625     2200.656     3692.266
      13.765       13.025     2197.984     3689.527
      13.909        9.233     2197.961     3689.477
      14.054       12.517     2199.461     3690.238
      14.194       10.158     2199.613     3690.238
      14.334       10.417     2200.508     3690.949
      14.474        9.233     2200.512     3690.949
      14.617       36.900     2272.352     3630.277
      14.807       60.933     2272.906     3630.277
      14.956       78.792     2272.930     3630.277
      15.110       19.533     2273.324     3638.621
      15.250       12.008     2274.113     3639.266
      15.393        8.367     2274.141     3639.266
      15.536       16.625     2275.504     3640.617
      15.675       16.625     2277.770     3642.844
      15.817       14.192     2277.852     3642.965
      15.969       21.242     2280.332     3645.539
      16.125       10.017     2280.590     3645.605
      16.267        7.442     2281.254     3646.230
      16.407        0.000     2281.258     3646.230
      16.546        3.692     2281.316     3646.293
      16.687        0.000     2281.316     3646.293
      16.827        0.000     2281.316     3646.293
      16.967        0.925     2281.340     3646.320
      17.108        0.000     2281.340     3646.320
      17.250        0.000     2281.340     3646.320
      17.389        0.000     2281.289     3646.230
      17.532        0.925     2281.289     3646.230
      17.671        0.000     2281.289     3646.230
      17.814        0.000     2281.289     3646.230
      17.953        0.000     2281.383     3646.336
      18.094        0.000     2281.383     3646.336
      18.234        0.933     2281.383     3646.336
      18.373        1.850     2232.449     3598.020
      18.518        0.000     2232.449     3598.020
      18.657        0.000     2232.449     3598.020
      18.800        0.925     2232.449     3598.020
      18.940        0.000     2232.453     3598.020
      19.080        0.000     2232.453     3598.020
      19.220        0.925     2232.453     3598.020
      19.361        0.000     2232.453     3598.020
      19.499        0.925     2232.453     3598.020
      19.639        0.000     2232.453     3598.020
      19.782        0.925     2232.453     3598.020
      19.921        0.925     2232.453     3598.020
      20.063        0.933     2232.457     3598.020
      20.202        0.925     2233.645     3599.273
      20.343        1.850     2233.645     3599.273
      20.485        0.000     2233.645     3599.273
      20.625        0.000     2233.645     3599.273
      20.763        0.000     2233.645     3599.273
      20.907        0.000     2233.645     3599.273
      21.049        0.000     2233.645     3599.273
      21.187        2.792     2233.645     3599.273
      21.326        0.000     2233.645     3599.273
      21.454        1.850     2233.645     3599.273
      21.593        0.925     2233.645     3599.273
      21.721        1.042     2233.645     3599.273
