# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.118        0.000     2255.824     4716.867
       0.262       29.525     2345.000     4727.379
       0.433       12.942     2394.000     4722.938
       0.606        9.125     2421.023     4779.016
       0.763        1.858     2050.609     4016.977
       0.907        8.292     2051.062     4017.480
       1.050       12.092     2058.168     4024.473
       1.206       11.083     2061.094     4027.445
       1.348        9.183     2062.215     4028.574
       1.491       26.708     2085.645     4048.953
       1.649       13.850     2088.281     4050.895
       1.793       21.700     2092.797     4055.309
       1.946       23.367     2101.652     4064.020
       2.107       31.517     2118.379     4078.570
       2.261       31.717     2113.668     4073.176
       2.418       14.192     2104.625     4062.750
       2.582       12.867     2104.805     4062.879
       2.733       16.625     2106.508     4064.453
       2.890       20.033     2111.617     4070.027
       3.035       23.083     2109.359     4067.625
       3.187       10.850     2109.328     4067.496
       3.345       13.358     2109.645     4067.562
       3.497       15.025     2109.676     4067.562
       3.653       22.392     2113.590     4071.523
       3.810       22.325     2115.891     4073.609
       3.952       19.200     2113.750     4071.461
       4.109        8.292     2113.758     4071.461
       4.250        8.367     2113.766     4071.461
       4.407       14.108     2066.742     4029.949
       4.570       17.517     2082.953     4047.113
       4.738       12.442     2087.047     4049.969
       4.882       18.367     2091.695     4054.262
       5.036       12.925     2093.543     4055.758
       5.191       11.683     2093.840     4056.168
       5.347       10.017     2094.895     4056.996
       5.505       11.683     2091.867     4048.574
       5.662       10.783     2112.082     4048.707
       5.816       10.850     2137.656     4049.195
       5.979       14.383     2160.707     4051.254
       6.161       10.267     2187.660     4051.488
       6.347       11.358     2208.656     4051.848
       6.507       10.017     2228.625     4052.094
       6.675       12.867     2250.371     4052.098
       6.835        8.325     2267.078     4052.160
       7.008        9.183     2281.629     4052.160
       7.166       10.850     2308.805     4052.160
       7.322        8.350     2329.266     4052.160
       7.480        9.125     2350.945     4052.223
       7.636        9.183     2368.633     4052.223
       7.796       14.383     2394.375     4055.027
       7.954       13.358     2411.910     4055.180
       8.110       16.625     2432.043     4057.109
       8.268       20.867     2458.156     4058.844
       8.428       18.100     2486.445     4060.309
       8.601       18.250     2512.840     4061.211
       8.757       11.158     2537.410     4061.395
       8.914       14.542     2555.242     4061.574
       9.091       17.525     2580.461     4065.258
       9.248       18.167     2593.430     4062.891
       9.420       15.900     2573.285     4023.277
       9.592       16.658     2608.098     4038.035
       9.759        8.350     2613.512     4042.949
       9.920        3.342     2614.633     4044.023
      10.076        0.000     2614.871     4044.023
      10.247        0.833     2615.176     4044.023
      10.405        1.658     2615.547     4044.023
      10.563        0.833     2615.867     4044.133
      10.725        0.758     2616.156     4044.133
      10.883        0.833     2616.430     4044.133
      11.041        0.000     2616.664     4044.133
      11.199        1.850     2617.449     4044.133
      11.338        0.000     2617.707     4044.133
      11.500        0.833     2618.031     4044.133
      11.654        1.658     2618.273     4044.066
      11.796        1.858     2618.543     4044.066
      11.935        0.000     2618.828     4044.066
      12.080        1.858     2619.086     4044.066
      12.221        0.925     2619.414     4044.066
      12.362        0.000     2619.688     4044.066
      12.504        0.933     2636.016     4060.105
      12.648        0.000     2636.301     4060.105
      12.795        0.000     2636.562     4060.105
      12.947        0.000     2636.902     4060.105
      13.089        0.000     2637.211     4060.105
      13.228        0.000     2637.496     4060.105
      13.370        0.833     2637.809     4060.105
      13.524        0.000     2638.156     4060.105
      13.664        1.850     2638.504     4060.184
      13.804        0.933     2638.891     4060.184
      13.946        0.925     2639.215     4060.184
      14.087        0.000     2639.496     4060.184
      14.229        0.925     2639.832     4060.184
      14.372        0.000     2640.160     4060.184
      14.515        0.833     2608.340     4026.727
      14.659        0.925     2608.605     4026.727
      14.800        0.933     2613.164     4031.168
      14.940        0.925     2613.484     4031.168
      15.081        0.933     2613.789     4031.168
      15.223        0.000     2614.090     4031.168
      15.363        1.850     2614.422     4031.168
      15.503        0.933     2614.785     4031.168
      15.642        2.083     2615.695     4031.703
      15.784        0.000     2616.078     4031.703
      15.926        0.000     2616.387     4031.703
      16.066        0.000     2616.715     4031.703
      16.207        0.933     2617.078     4031.703
      16.349        0.000     2617.488     4031.703
      16.493        1.850     2619.191     4033.176
      16.635        0.000     2619.492     4033.176
      16.778        1.850     2620.613     4033.938
      16.921        0.833     2620.930     4033.938
      17.061        3.692     2623.977     4036.797
      17.203        1.858     2626.266     4038.711
      17.355        0.000     2626.602     4038.711
      17.494        0.925     2626.891     4038.711
      17.635        0.000     2627.449     4038.918
      17.775        0.925     2627.777     4038.918
      17.912        1.850     2628.043     4038.918
      18.053        0.933     2628.336     4038.918
      18.196        0.925     2628.684     4038.918
      18.338        0.933     2628.977     4038.918
      18.477        0.000     2629.289     4038.918
      18.621        0.000     2629.625     4038.918
      18.763        0.933     2632.914     4042.180
      18.903        0.000     2633.211     4042.180
      19.043        0.000     2633.492     4042.180
      19.181        0.933     2633.820     4042.180
      19.323        0.000     2634.137     4042.180
      19.464        0.000     2634.492     4042.180
      19.604        0.925     2634.797     4042.199
      19.748        0.925     2635.176     4042.199
      19.890        0.833     2635.562     4042.199
      20.031        3.692     2639.609     4046.066
      20.185        0.000     2639.953     4046.066
      20.327       21.700     2622.957     4039.418
