# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.129        0.000       86.801      147.941
       0.258        3.717       87.145      148.129
       0.399        3.692       87.922      148.789
       0.525        0.000       87.922      148.789
       0.649        0.000       87.922      148.789
       0.778        0.000       87.922      148.789
       0.917        0.000       87.922      148.789
       1.045        0.000       87.918      148.789
       1.189        0.000       87.922      148.789
       1.330        0.000       87.930      148.789
       1.469        0.000       87.930      148.789
       1.596        0.000       87.930      148.789
       1.737        0.000       87.930      148.789
       1.865        0.000       87.930      148.789
       1.989        0.000       87.934      148.789
       2.129        0.000       87.934      148.789
       2.272        0.000       87.934      148.789
       2.417        0.925       88.438      149.352
       2.555       15.808      122.938      485.602
       2.681       14.775      133.809      486.621
       2.824       12.008      145.672      492.266
       2.964       24.208      164.105      500.801
       3.123       24.183      185.145      513.586
       3.276       19.908      196.559      512.953
       3.421       11.158      216.434      513.707
       3.579       13.267      220.312      516.520
       3.728        4.650      220.859      517.082
       3.868        7.392      222.027      518.023
       4.010       18.600      226.859      522.695
       4.150       19.075      234.410      530.137
       4.305       27.542      255.215      541.770
       4.469       28.767      281.301      566.527
       4.621       32.550      295.391      580.688
       4.756       22.917      285.555      568.992
       4.896       14.925      303.359      635.906
       5.053       18.367      308.734      641.762
       5.197       20.317      313.359      645.840
       5.336       15.625      316.324      648.781
       5.478       13.958      327.945      650.469
       5.620       19.200      330.324      653.027
       5.760       20.833      333.922      656.586
       5.905       34.833      353.371      688.281
       6.058       21.700      355.785      686.465
       6.198       28.375      361.141      692.469
       6.351       28.125      363.852      695.898
       6.494       28.008      368.082      699.430
       6.648       22.167      388.426      700.094
       6.795       33.483      422.789      704.383
       6.932       32.325      422.996      704.719
       7.081       36.942      430.609      712.895
       7.217       35.342      440.902      723.070
       7.353       35.092      439.602      721.668
       7.494       33.333      435.945      718.277
       7.635       35.892      412.043      694.121
       7.773       38.792      394.266      683.219
       7.916       16.667      396.914      686.895
       8.060       15.025      401.129      682.734
       8.205       31.400      441.547      706.875
       8.349       39.992      438.848      702.117
       8.500       33.383      438.332      702.078
       8.652       31.517      457.719      722.781
       8.792       32.558      448.781      712.695
       8.930       35.092      457.242      721.496
       9.073       41.558      509.336      730.398
       9.228       37.200      512.512      733.637
       9.365       40.067      513.816      734.922
       9.508       35.092      513.367      733.965
       9.650       40.058      504.059      724.531
       9.807       43.400      514.449      729.043
       9.950       34.225      518.133      732.586
      10.108       41.558      521.793      736.016
      10.245       39.992      525.258      739.148
      10.400       38.983      528.457      742.348
      10.554       38.392      529.848      744.344
      10.710       39.708      531.289      741.812
      10.849       36.275      538.230      748.422
      10.996       37.092      536.891      747.156
      11.170       38.392      531.062      741.320
      11.324       42.392      543.668      746.949
      11.485       34.225      545.582      748.914
      11.657       34.825      544.609      747.871
      11.819       40.883      563.277      743.805
      11.993       34.067      572.738      753.141
      12.153       36.725      576.617      757.004
      12.324       35.583      579.762      757.855
      12.478       39.708      583.039      761.156
      12.639       35.058      582.449      760.668
      12.791       34.217      556.324      739.102
      12.931       34.167      562.664      743.180
      13.072       37.550      558.703      733.789
      13.235       33.308      569.812      745.707
      13.408       34.225      562.047      738.609
      13.582       34.625      574.625      751.781
      13.764       38.608      588.250      763.016
      13.930       34.067      587.699      762.535
      14.110       34.267      585.863      759.715
      14.277       34.067      578.188      752.711
      14.432       34.167      585.527      759.414
      14.577       33.383      584.664      758.086
      14.726       31.400      581.441      755.305
      14.882       37.558      582.262      754.559
      15.040       34.825      587.195      759.293
      15.207       34.825      591.734      763.832
      15.379       34.225      576.980      750.594
      15.539       32.550      581.863      755.113
      15.725       33.383      582.664      756.117
      15.885       35.583      589.293      762.785
      16.042       33.483      589.680      762.730
      16.201       36.333      589.309      762.691
      16.357       34.225      575.559      748.816
      16.525       34.833      573.035      745.445
      16.674       35.058      576.863      749.320
      16.840       33.308      579.730      750.953
      17.020       38.300      585.703      757.965
      17.203       38.792      586.090      757.348
      17.371       35.342      582.727      755.895
      17.527       34.000      587.871      759.504
      17.684       39.233      574.117      749.855
      17.829       34.167      534.840      716.371
      17.965       33.483      548.238      729.238
      18.123       34.825      565.887      745.559
      18.292       37.558      575.590      751.191
      18.446       37.850      556.121      728.887
      18.618       33.383      563.328      736.035
      18.758       18.750      564.422      736.969
      18.898       16.625      565.504      738.078
      19.038        9.233      565.992      738.363
      19.180       10.233      566.012      738.371
      19.321       22.167      568.230      741.641
      19.461       12.008      568.973      741.980
      19.601        9.183      569.055      741.996
      19.743       11.458      569.059      741.996
      19.882       13.358      569.062      741.996
      20.025        7.292      569.086      748.020
      20.162        5.542      569.094      748.031
      20.291       11.458      569.098      748.031
      20.416        8.333      569.098      748.031
      20.546       15.808      568.223      746.277
      20.684        3.125      568.301      746.129
      20.824        0.000      568.301      746.129
      20.963        0.000      568.301      746.129
      21.105        0.000      568.301      746.129
