# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       9.613       41.733      797.012     1981.270
       9.772       35.583      799.816     1983.902
       9.948       49.242      834.488     1981.211
      10.101       38.392      836.438     1982.070
      10.259       38.608      843.730     1989.738
      10.420       33.383      845.184     1990.898
      10.574       29.858      848.453     1993.961
      10.734       39.233      844.848     1989.637
      10.905       41.633      852.797     1998.309
      11.061       44.233      886.750     2001.820
      11.218       40.900      879.117     1993.656
      11.380       41.733      882.895     1997.566
      11.533       34.833      885.055     1999.059
      11.691       34.225      883.836     1998.238
      11.846       37.092      888.379     2002.520
      12.004       36.725      864.836     1985.797
      12.161       40.058      889.305     2006.984
      12.321       37.325      890.691     2005.371
      12.492       33.383      917.496     2009.203
      12.652       34.067      952.812     2007.680
      12.837       40.383     1010.754     2332.180
      13.007       35.583     1014.699     2332.355
      13.162       36.942     1014.141     2331.918
      13.321       35.583     1016.934     2334.777
      13.488       32.550     1015.066     2332.777
      13.643       33.383     1021.625     2339.445
      13.800       34.067     1024.414     2342.484
      13.970       34.225     1023.676     2342.672
      14.129       36.725     1023.496     2342.031
      14.286       34.833     1018.379     2336.816
      14.445       34.825     1022.961     2341.250
      14.601       34.225     1024.375     2342.234
      14.775       34.067     1025.461     2343.332
      14.943       35.058     1021.789     2339.922
      15.102       45.425     1050.348     2338.941
      15.261       34.217     1056.980     2346.156
      15.416       33.383     1056.500     2345.848
      15.570       34.167     1058.938     2347.539
      15.713       32.550     1055.074     2343.805
      15.875       39.233     1053.012     2342.129
      16.027       34.000     1055.094     2344.277
      16.181       35.058     1053.355     2341.590
      16.341       35.058     1052.945     2342.344
      16.493       33.383     1052.996     2341.914
      16.648       33.175     1053.664     2342.109
      16.803       35.058     1057.020     2345.262
      16.981       32.550     1055.023     2343.484
      17.131       33.483     1034.828     2322.355
      17.288       34.833     1058.996     2317.727
      17.443       33.308     1100.160     2332.047
      17.597       35.342     1120.234     2334.191
      17.755       34.067     1126.000     2314.922
      17.911       36.725     1154.035     2325.570
      18.069       34.167     1163.824     2321.449
      18.223       33.383     1196.418     2334.449
      18.380       33.308     1222.172     2341.488
      18.552       34.225     1238.898     2334.645
      18.711       34.825     1262.484     2341.023
      18.873       44.233     1304.734     2851.586
      19.026       34.833     1295.465     2841.270
      19.180       34.225     1298.320     2844.031
      19.340       34.225     1305.625     2850.746
      19.498       31.717     1314.203     2859.141
      19.657       34.833     1301.031     2846.762
      19.814       34.067     1301.727     2847.219
      19.987       33.383     1296.473     2842.152
      20.145       32.550     1304.211     2850.191
      20.304       36.275     1293.500     2839.203
      20.458       33.175     1302.863     2847.930
      20.612       33.500     1309.070     2853.824
      20.784       34.067     1311.797     2856.609
      20.955       24.883     1300.035     2845.227
      21.113        0.833     1299.969     2845.078
      21.254        0.000     1300.059     2845.141
      21.397        0.925     1300.074     2845.203
      21.540        0.833     1300.125     2845.203
      21.680        1.042     1300.168     2845.203
      21.824        1.667     1300.184     2845.203
      21.979        0.833     1300.184     2845.203
      22.119        1.850     1300.223     2845.270
      22.259        0.933     1239.082     2784.676
      22.401        1.850     1239.512     2785.094
      22.547        2.500     1240.406     2786.027
      22.702        0.000     1240.480     2786.027
      22.843        0.000     1240.480     2786.027
      23.000        1.667     1241.023     2786.574
      23.155        0.000     1241.023     2786.574
      23.300        0.833     1236.879     2774.438
      23.440        2.083     1236.906     2774.465
      23.581        1.667     1238.371     2775.926
      23.740        0.000     1238.375     2775.926
      23.879        0.000     1238.375     2775.926
      24.034        0.833     1238.375     2775.926
      24.174        0.000     1238.422     2775.926
      24.316        0.933     1238.422     2775.926
      24.453        0.925     1238.430     2775.926
      24.596        1.850     1238.430     2775.926
      24.737        0.833     1238.527     2775.980
      24.895        0.833     1238.527     2775.980
      25.053        0.000     1238.527     2775.980
      25.208        0.000     1238.531     2775.980
      25.364        0.933     1238.531     2775.980
      25.508        0.000     1238.539     2775.980
      25.649        1.667     1240.867     2778.406
      25.807        0.933     1240.867     2778.406
      25.962        0.833     1240.871     2778.406
      26.104        0.000     1240.871     2778.406
      26.249        0.833     1240.902     2778.406
      26.407        0.833     1240.922     2778.406
      26.565        1.667     1240.953     2778.406
      26.722        0.000     1240.969     2778.406
      26.897        0.000     1240.969     2778.406
      27.065        0.833     1240.977     2778.406
      27.221        0.833     1240.977     2780.281
      27.363        0.000     1240.977     2780.281
      27.523        0.833     1240.977     2780.281
      27.668        0.000     1240.977     2780.281
      27.826        0.758     1240.992     2780.316
      27.984        0.000     1240.996     2780.316
      28.155        3.325     1242.750     2782.156
      28.313        2.500     1242.758     2782.156
      28.469        0.833     1242.754     2782.156
      28.629        0.000     1242.758     2782.219
      28.784        0.833     1243.297     2782.754
      28.940        0.933     1243.297     2782.754
      29.081        0.000     1243.320     2782.754
      29.237        0.833     1243.324     2782.754
      29.394        0.933     1243.332     2782.754
      29.538        0.833     1243.332     2782.754
      29.678        0.000     1243.332     2782.754
      29.838        0.000     1243.348     2782.754
      29.994        0.833     1243.348     2782.754
      30.138        0.000     1243.465     2782.871
      30.294        2.767     1243.465     2782.871
      30.437        0.000     1243.465     2782.871
      30.578        1.658     1243.465     2782.871
      30.724        1.858     1243.477     2782.871
      30.879        2.767     1243.504     2782.871
      31.023        1.667     1243.504     2782.871
      31.164        0.925     1243.504     2782.871
      31.324        0.000     1243.504     2782.871
      31.468        0.925     1243.504     2782.871
      31.606        1.858     1243.988     2783.152
      31.750        0.833     1243.988     2783.152
      31.906        0.000     1244.004     2783.152
      32.047        0.000     1244.004     2783.152
      32.192        0.000     1244.004     2783.152
      32.348        0.833     1244.004     2783.152
      32.490        0.000     1244.004     2783.152
      32.633        0.000     1244.004     2783.152
      32.773        0.925     1244.004     2783.152
      32.931        2.500     1244.016     2783.152
      33.087        0.000     1244.016     2783.152
      33.231        0.000     1244.016     2783.152
      33.371        0.000     1244.016     2783.152
      33.516        0.933     1244.016     2783.152
      33.671        1.658     1244.031     2783.172
      33.811        0.000     1244.031     2783.172
      33.967        1.850     1244.559     2783.652
      34.108        0.933     1244.559     2783.652
      34.248        0.925     1244.559     2783.652
      34.391       36.333     1284.156     2784.750
      34.564       75.892     1280.086     2793.184
